sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,depth,elevation,samp_size,ANONYMIZED_NAME,DESCRIPTION,PLATFORM,REGION,SAMPLE_CENTER,TAXON_ID,TITLE,assigned_from_geo,common_sample_site,days_since_epoch,host_individual,mislabeled,public,sample_id
Unique name or id of the sample,,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://purl.obolibrary.org/obo/ENVO_01000254","The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list: http://insdc.org/country.html,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air,  built environment, host-associated, human-associated, human-oral, human-gut, human-skin, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water","Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://purl.obolibrary.org/obo/ENVO_00002297",The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,The geographical origin of the sample as defined by the specific local region name,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://purl.obolibrary.org/obo/ENVO_00010483","The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10","The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here",Internal ID of sample
L1S168,mgs23604,human-associated habitat,2008-12-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_77,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14216,M3,n,y,qiime:227828
L1S169,mgs23907,human-associated habitat,2008-12-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_78,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14217,M3,n,y,qiime:228100
L1S17,mgs22529,human-associated habitat,2008-11-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_79,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14189,F4,n,y,qiime:226861
L1S170,mgs23324,human-associated habitat,2008-12-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_80,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14218,M3,n,y,qiime:227576
L1S171,mgs22469,human-associated habitat,2008-12-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_81,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14219,M3,n,y,qiime:226806
L1S172,mgs22870,human-associated habitat,2008-12-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_82,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14220,M3,n,y,qiime:227167
L1S173,mgs22291,human-associated habitat,2008-12-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_83,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14221,M3,n,y,qiime:226646
L1S174,mgs24254,human-associated habitat,2008-12-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_84,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14222,M3,n,y,qiime:228413
L1S175,mgs24247,human-associated habitat,2008-12-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_85,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14223,M3,n,y,qiime:228406
L1S176,mgs22308,human-associated habitat,2008-12-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_86,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14224,M3,y,y,qiime:226662
L1S177,mgs23602,human-associated habitat,2008-12-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_87,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14225,M3,n,y,qiime:227826
L1S178,mgs23745,human-associated habitat,2008-12-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_88,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14226,M3,n,y,qiime:227955
L1S179,mgs22710,human-associated habitat,2008-12-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_89,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14229,M3,n,y,qiime:227023
L1S18,mgs22246,human-associated habitat,2008-11-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_90,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14190,F4,n,y,qiime:226605
L1S180,mgs22408,human-associated habitat,2008-12-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_91,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14230,M3,n,y,qiime:226752
L1S181,mgs24108,human-associated habitat,2008-12-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_92,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14231,M3,n,y,qiime:228282
L1S182,mgs23925,human-associated habitat,2008-12-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_93,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14232,M3,n,y,qiime:228116
L1S183,mgs23005,human-associated habitat,2008-12-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_94,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14233,M3,n,y,qiime:227288
L1S184,mgs22192,human-associated habitat,2008-12-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_95,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14234,M3,n,y,qiime:226557
L1S185,mgs23930,human-associated habitat,2008-12-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_96,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14235,M3,n,y,qiime:228121
L1S186,mgs23609,human-associated habitat,2008-12-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_97,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14237,M3,n,y,qiime:227833
L1S187,mgs23940,human-associated habitat,2008-12-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_98,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14238,M3,n,y,qiime:228130
L1S188,mgs23184,human-associated habitat,2008-12-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_99,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14239,M3,n,y,qiime:227450
L1S189,mgs23941,human-associated habitat,2008-12-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_100,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14240,M3,n,y,qiime:228131
L1S19,mgs22794,human-associated habitat,2008-11-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_101,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14191,F4,n,y,qiime:227098
L1S190,mgs24097,human-associated habitat,2008-12-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_102,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14241,M3,n,y,qiime:228272
L1S191,mgs23714,human-associated habitat,2008-12-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_103,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14242,M3,n,y,qiime:227927
L1S193,mgs23074,human-associated habitat,2008-12-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_104,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14243,M3,n,y,qiime:227351
L1S194,mgs22585,human-associated habitat,2008-12-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_105,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14244,M3,n,y,qiime:226911
L1S195,mgs22931,human-associated habitat,2009-01-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_106,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14245,M3,n,y,qiime:227222
L1S196,mgs23294,human-associated habitat,2009-01-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_107,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14246,M3,n,y,qiime:227549
L1S197,mgs22920,human-associated habitat,2009-01-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_108,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14252,M3,n,y,qiime:227212
L1S198,mgs23316,human-associated habitat,2009-01-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_109,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14253,M3,n,y,qiime:227569
L1S199,mgs22838,human-associated habitat,2009-01-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_110,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14254,M3,n,y,qiime:227138
L1S2,mgs23346,human-associated habitat,2008-10-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_111,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14174,F4,n,y,qiime:227595
L1S20,mgs22514,human-associated habitat,2008-11-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_112,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14192,F4,n,y,qiime:226847
L1S200,mgs22273,human-associated habitat,2009-01-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_113,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14255,M3,n,y,qiime:226630
L1S201,mgs23012,human-associated habitat,2009-01-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_114,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14256,M3,n,y,qiime:227294
L1S202,mgs22190,human-associated habitat,2009-01-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_115,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14257,M3,n,y,qiime:226555
L1S203,mgs22136,human-associated habitat,2009-01-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_116,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14259,M3,n,y,qiime:226506
L1S204,mgs23894,human-associated habitat,2009-01-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_117,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14260,M3,n,y,qiime:228088
L1S205,mgs22737,human-associated habitat,2009-01-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_118,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14261,M3,n,y,qiime:227047
L1S206,mgs24073,human-associated habitat,2009-01-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_119,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14262,M3,n,y,qiime:228250
L1S207,mgs23634,human-associated habitat,2009-01-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_120,Moving_pictures_of_the_human_microbiome,Illumina,L1,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14263,M3,n,y,qiime:227855
